CustomerID,Recency,Frequency,Monetary,Segment,VIP_Subsegment
14413,362,1,121.05,Churned/At-Risk,
14414,92,7,1496.98,Promising,
14415,1,13,5855.57,Promising,
14416,22,2,490.22,Promising,
14418,4,3,1937.25,Promising,
14419,11,6,1051.79,Promising,
14420,99,1,387.52,Promising,
14421,57,2,813.11,Promising,
14422,1,6,4263.64,Promising,
14423,218,1,265.2,Churned/At-Risk,
14424,18,1,322.08,Promising,
14426,24,10,4481.67,Promising,
14427,50,2,363.34000000000003,Promising,
14428,7,5,1224.06,Promising,
14431,303,1,470.36,Churned/At-Risk,
14432,10,6,2248.5,Promising,
14434,22,6,1372.8,Promising,
14436,99,1,89.06,Promising,
14437,366,1,63.0,Churned/At-Risk,
14438,306,1,131.9,Churned/At-Risk,
14439,320,1,2661.24,Churned/At-Risk,
14440,8,5,2357.6800000000003,Promising,
14441,1,4,1712.89,Promising,
14442,205,2,1589.82,Churned/At-Risk,
14443,54,4,1420.2,Promising,
14446,1,4,1010.35,Promising,
14447,19,5,1163.23,Promising,
14448,9,2,375.35,Promising,
14449,19,4,885.8,Promising,
14450,181,3,483.25,Churned/At-Risk,
14451,60,2,643.9,Promising,
14452,11,2,259.05,Promising,
14453,190,1,119.93,Churned/At-Risk,
14456,5,9,3017.28,Promising,
14457,311,1,113.64,Churned/At-Risk,
14459,155,1,1837.92,Churned/At-Risk,
14460,110,3,434.34,Promising,
14461,148,3,2103.06,Churned/At-Risk,
14462,66,11,1980.57,Promising,
14463,98,3,529.62,Promising,
14465,247,3,1038.44,Churned/At-Risk,
14466,29,7,2272.4,Promising,
14467,18,4,596.26,Promising,
14470,12,2,461.19,Promising,
14472,104,8,1852.67,Promising,
14473,74,2,234.34000000000003,Promising,
14474,46,1,547.66,Promising,
14475,72,3,925.85,Promising,
14476,257,1,193.0,Churned/At-Risk,
14477,20,4,1309.6,Promising,
14479,254,2,316.25,Churned/At-Risk,
14480,11,1,279.05,Promising,
14481,165,2,636.51,Churned/At-Risk,
14482,18,6,2022.81,Promising,
14483,282,1,137.1,Churned/At-Risk,
14484,50,1,321.92,Promising,
14485,39,1,162.8,Promising,
14487,27,6,1165.48,Promising,
14488,68,1,1064.28,Promising,
14489,207,1,463.38,Churned/At-Risk,
14491,175,2,340.93,Churned/At-Risk,
14493,7,5,2383.2400000000002,Promising,
14494,26,1,139.56,Promising,
14495,51,2,123.8,Promising,
14496,312,2,538.8100000000001,Churned/At-Risk,
14497,309,1,475.37,Churned/At-Risk,
14498,43,5,1957.32,Promising,
14499,26,3,808.44,Promising,
14500,88,3,356.85,Promising,
14501,184,2,251.21,Churned/At-Risk,
14502,20,11,2429.83,Promising,
14503,3,6,3543.26,Promising,
14504,47,4,673.26,Promising,
14505,17,8,5859.43,Promising,
14506,17,5,1960.65,Promising,
14507,24,6,1367.88,Promising,
14508,22,2,268.05,Promising,
14511,11,5,1314.81,Promising,
14512,188,2,275.28,Churned/At-Risk,
14513,101,3,455.59000000000003,Promising,
14514,61,3,990.2,Promising,
14515,18,6,2076.89,Promising,
14517,33,2,330.45,Promising,
14518,64,1,174.37,Promising,
14520,2,2,270.6,Promising,
14522,24,4,974.54,Promising,
14523,108,1,241.09,Promising,
14524,32,9,1843.83,Promising,
14525,20,9,4215.9,Promising,
14527,3,55,8507.13,Loyal,
14528,37,1,364.21999999999997,Promising,
14529,60,3,578.61,Promising,
14530,26,6,2862.11,Promising,
14532,236,4,932.85,Churned/At-Risk,
14533,25,7,1949.72,Promising,
14534,3,18,4397.3,Loyal,
14535,60,3,2854.84,Promising,
14536,260,1,170.95,Churned/At-Risk,
14537,58,1,355.56,Promising,
14538,65,2,388.25,Promising,
14539,16,2,537.48,Promising,
14540,10,3,952.66,Promising,
14541,59,8,1453.35,Promising,
14542,186,1,103.25,Churned/At-Risk,
14543,29,16,3599.73,Loyal,
14544,24,2,2004.3,Promising,
14546,5,5,2573.93,Promising,
14547,4,8,3974.75,Promising,
14548,151,2,652.8,Churned/At-Risk,
14549,311,1,289.24,Churned/At-Risk,
14550,11,2,757.37,Promising,
14551,18,2,186.23,Promising,
14552,152,1,164.22,Churned/At-Risk,
14553,19,5,859.27,Promising,
14554,10,4,2279.4900000000002,Promising,
14555,57,2,312.54,Promising,
14557,85,1,788.38,Promising,
14560,7,22,2237.77,Loyal,
14561,76,3,1080.76,Promising,
14562,4,18,5006.77,Loyal,
14565,96,4,3099.12,Promising,
14566,111,1,1432.0,Promising,
14567,57,2,1530.3600000000001,Promising,
14569,1,1,227.39,Promising,
14570,281,2,218.06,Churned/At-Risk,
14572,3,7,2804.54,Promising,
14573,180,9,1639.82,Churned/At-Risk,
14576,372,1,35.400000000000006,Churned/At-Risk,
14577,13,4,859.71,Promising,
14578,3,1,168.63,Promising,
14581,17,1,138.6,Promising,
14582,41,1,114.11,Promising,
14583,6,5,986.96,Promising,
14584,169,4,1033.06,Churned/At-Risk,
14585,50,1,157.05,Promising,
14586,277,1,237.36,Churned/At-Risk,
14587,19,9,1580.29,Promising,
14589,372,1,39.75,Churned/At-Risk,
14591,15,4,1320.21,Promising,
14592,35,3,557.94,Promising,
14593,22,3,617.15,Promising,
14594,7,2,363.33,Promising,
14595,20,6,1740.6,Promising,
14597,11,2,866.24,Promising,
14598,44,1,221.97,Promising,
14600,306,1,393.33000000000004,Churned/At-Risk,
14601,11,1,213.96,Promising,
14603,275,1,660.0,Churned/At-Risk,
14606,1,93,12076.15,Loyal,
14607,16,14,16209.5,Loyal,
14608,4,4,1785.15,Promising,
14609,72,4,601.56,Promising,
14616,243,3,406.08000000000004,Churned/At-Risk,
14618,9,3,553.44,Promising,
14619,246,1,394.44,Churned/At-Risk,
14620,206,2,412.78000000000003,Churned/At-Risk,
14621,1,5,1788.3600000000001,Promising,
14622,185,1,320.58000000000004,Churned/At-Risk,
14623,32,5,886.7,Promising,
14624,57,2,225.85,Promising,
14625,196,2,899.63,Churned/At-Risk,
14626,24,4,2791.27,Promising,
14628,91,2,671.96,Promising,
14629,4,2,955.26,Promising,
14631,51,3,1006.98,Promising,
14632,263,1,114.56,Churned/At-Risk,
14633,266,1,344.90000000000003,Churned/At-Risk,
14636,36,2,609.85,Promising,
14638,51,1,443.6,Promising,
14639,52,6,2984.49,Promising,
14640,24,6,2107.38,Promising,
14641,22,1,110.46,Promising,
14642,59,1,96.12,Promising,
14643,170,2,693.8100000000001,Churned/At-Risk,
14644,68,2,830.76,Promising,
14645,157,2,597.09,Churned/At-Risk,
14646,2,73,280206.02,VIP,Premium VIPs
14647,201,1,236.04000000000002,Churned/At-Risk,
14649,5,4,1402.59,Promising,
14651,67,2,653.75,Promising,
14652,77,1,114.18,Promising,
14653,1,7,1926.65,Promising,
14655,8,4,1932.23,Promising,
14656,169,2,291.05,Churned/At-Risk,
14657,18,4,848.22,Promising,
14658,5,2,247.15,Promising,
14659,9,9,2529.93,Promising,
14660,87,2,285.74,Promising,
14661,27,1,107.95,Promising,
14662,29,4,741.37,Promising,
14664,20,2,636.24,Promising,
14665,61,5,1835.7,Promising,
14666,24,1,195.25,Promising,
14667,11,25,9175.04,Loyal,
14669,242,3,1259.24,Churned/At-Risk,
14670,280,2,392.86,Churned/At-Risk,
14672,235,2,765.55,Churned/At-Risk,
14673,3,5,1736.4,Promising,
14675,16,1,596.36,Promising,
14676,31,6,2548.2400000000002,Promising,
14680,25,16,28754.11,Loyal,
14681,71,3,498.95,Promising,
14682,188,2,52.0,Churned/At-Risk,
14684,26,5,1201.51,Promising,
14687,107,1,628.38,Promising,
14688,8,21,5579.1,Loyal,
14689,209,1,112.8,Churned/At-Risk,
14690,44,2,355.05,Promising,
14691,31,5,2114.33,Promising,
14692,137,4,591.55,Promising,
14693,265,1,172.9,Churned/At-Risk,
14696,4,7,2078.95,Promising,
14697,218,2,188.60999999999999,Churned/At-Risk,
14698,2,5,1217.27,Promising,
14699,214,1,109.13000000000001,Churned/At-Risk,
14700,32,3,2195.1,Promising,
14701,11,9,2526.09,Promising,
14702,1,17,3251.79,Loyal,
14703,15,1,318.17,Promising,
14704,11,9,1493.96,Promising,
14705,199,1,179.0,Churned/At-Risk,
14708,3,3,1126.37,Promising,
14709,15,13,4921.04,Promising,
14710,14,4,599.48,Promising,
14711,10,11,2839.62,Promising,
14712,29,3,917.07,Promising,
14713,9,11,2662.2,Promising,
14714,24,1,160.19,Promising,
14715,25,4,867.38,Promising,
14716,43,2,307.51,Promising,
14719,2,5,1581.84,Promising,
14720,6,3,663.81,Promising,
14722,147,1,180.42000000000002,Churned/At-Risk,
14723,10,6,1122.3600000000001,Promising,
14725,25,1,655.58,Promising,
14727,274,1,268.58,Churned/At-Risk,
14729,374,1,313.49,Churned/At-Risk,
14730,1,8,1897.57,Promising,
14731,47,3,380.02,Promising,
14732,8,8,2702.4900000000002,Promising,
14733,16,12,9585.91,Loyal,
14735,4,32,6065.69,Loyal,
14737,4,3,1164.55,Promising,
14738,43,7,1314.45,Promising,
14739,4,7,3902.28,Promising,
14740,197,3,1448.21,Churned/At-Risk,
14741,12,6,1400.34,Promising,
14744,16,7,1099.98,Promising,
14745,113,5,1220.26,Promising,
14747,249,1,328.2,Churned/At-Risk,
14748,29,5,1415.75,Promising,
14752,44,1,389.64,Promising,
14753,87,1,563.15,Promising,
14754,45,2,638.05,Promising,
14755,10,11,5010.28,Promising,
14756,15,1,738.96,Promising,
14757,75,1,420.5,Promising,
14758,145,4,1484.06,Promising,
14759,5,3,1625.97,Promising,
14760,297,1,89.2,Churned/At-Risk,
14761,59,2,255.9,Promising,
14762,264,1,300.52,Churned/At-Risk,
14764,47,1,278.3,Promising,
14765,29,3,254.11,Promising,
14766,8,6,2473.37,Promising,
14768,17,2,192.60000000000002,Promising,
14769,3,8,10416.98,Promising,
14770,232,2,876.42,Churned/At-Risk,
14772,112,1,139.26,Promising,
14775,58,3,1011.9,Promising,
14776,51,11,2538.3,Promising,
14778,127,2,730.86,Promising,
14779,281,3,386.15,Churned/At-Risk,
14780,55,2,447.68,Promising,
14782,320,1,200.10000000000002,Churned/At-Risk,
14784,26,2,289.99,Promising,
14785,10,2,77.4,Promising,
14788,7,2,679.4399999999999,Promising,
14789,29,1,197.64,Promising,
14790,17,4,745.06,Promising,
14792,64,1,6.2,Promising,
14793,21,1,228.99,Promising,
14794,3,7,1319.91,Promising,
14795,166,1,131.45000000000002,Churned/At-Risk,
14796,1,17,7975.49,Loyal,
14798,53,3,173.74,Promising,
14799,51,1,157.7,Promising,
14800,48,12,4331.79,Promising,
14801,61,1,189.34,Promising,
14803,162,3,845.55,Churned/At-Risk,
14804,9,1,353.27,Promising,
14805,15,4,546.4,Promising,
14806,75,1,193.39000000000001,Promising,
14808,40,8,2718.6,Promising,
14810,41,11,2085.33,Promising,
14813,370,2,152.88,Churned/At-Risk,
14815,37,2,778.5,Promising,
14816,197,1,271.85,Churned/At-Risk,
14817,200,2,1110.34,Churned/At-Risk,
14818,74,3,657.8,Promising,
14819,64,2,272.07,Promising,
14820,21,4,507.29,Promising,
14821,367,1,48.800000000000004,Churned/At-Risk,
14823,180,3,321.43,Churned/At-Risk,
14824,10,4,1127.71,Promising,
14825,4,12,2221.01,Promising,
14828,197,3,2139.76,Churned/At-Risk,
14829,29,4,697.55,Promising,
14830,53,1,188.88,Promising,
14834,18,6,1720.3,Promising,
14836,10,3,102.44999999999999,Promising,
14837,90,4,1649.5,Promising,
14840,268,1,62.85,Churned/At-Risk,
14841,53,6,3295.76,Promising,
14842,44,4,2824.69,Promising,
14844,64,4,3189.81,Promising,
14847,149,1,309.4,Churned/At-Risk,
14849,22,25,7930.54,Loyal,
14850,312,1,325.75,Churned/At-Risk,
14851,23,2,511.35,Promising,
14852,58,6,2836.69,Promising,
14853,24,2,475.8,Promising,
14854,78,7,2740.03,Promising,
14855,119,2,645.65,Promising,
14856,36,3,1290.53,Promising,
14857,60,2,1173.12,Promising,
14859,13,4,1353.74,Promising,
14860,19,1,170.32,Promising,
14861,52,1,125.79,Promising,
14862,26,2,841.1999999999999,Promising,
14863,29,1,266.76,Promising,
14865,7,2,52.2,Promising,
14866,11,12,14389.9,Loyal,
14867,186,3,710.28,Churned/At-Risk,
14868,3,8,2953.59,Promising,
14869,9,2,721.45,Promising,
14870,262,1,327.25,Churned/At-Risk,
14871,3,4,501.28000000000003,Promising,
14873,210,1,519.68,Churned/At-Risk,
14875,108,2,1465.3200000000002,Promising,
14878,13,9,1476.09,Promising,
14880,77,3,690.59,Promising,
14881,20,1,255.4,Promising,
14882,27,2,589.7,Promising,
14883,19,6,761.59,Promising,
14885,132,1,765.3199999999999,Promising,
14886,253,1,364.8,Churned/At-Risk,
14887,79,1,1862.0,Promising,
14888,207,1,369.2,Churned/At-Risk,
14889,336,1,135.9,Churned/At-Risk,
14890,254,1,125.65,Churned/At-Risk,
14891,148,2,554.38,Churned/At-Risk,
14893,10,2,1237.8500000000001,Promising,
14894,85,1,655.75,Promising,
14895,8,20,11138.710000000001,Loyal,
14896,205,2,468.77000000000004,Churned/At-Risk,
14897,8,4,1366.38,Promising,
14898,23,6,1269.31,Promising,
14901,11,9,1421.29,Promising,
14902,26,1,332.66,Promising,
14903,21,5,2795.33,Promising,
14904,2,2,1025.44,Promising,
14905,158,2,616.15,Churned/At-Risk,
14907,3,7,3501.1,Promising,
14908,74,1,277.8,Promising,
14910,3,4,434.35,Promising,
14911,1,201,143711.17,VIP,Loyal Frequent VIPs
14912,17,2,867.85,Promising,
14913,36,4,1227.43,Promising,
14915,91,2,307.48,Promising,
14916,71,4,1268.98,Promising,
14918,116,2,1610.15,Promising,
14920,213,2,977.77,Churned/At-Risk,
14921,30,2,1316.07,Promising,
14923,51,1,749.1,Promising,
14924,246,1,310.05,Churned/At-Risk,
14929,32,1,223.88,Promising,
14930,109,3,2362.96,Promising,
14931,5,5,1257.68,Promising,
14932,366,1,363.53,Churned/At-Risk,
14934,82,2,1890.94,Promising,
14935,297,1,1784.71,Churned/At-Risk,
14936,34,8,8137.02,Promising,
14937,57,3,1621.88,Promising,
14944,30,12,5900.25,Promising,
14946,14,1,100.9,Promising,
14947,72,2,290.82,Promising,
14948,23,6,1101.97,Promising,
14950,19,1,371.2,Promising,
14951,79,1,311.69,Promising,
14952,60,11,8099.49,Promising,
14953,25,1,285.67,Promising,
14954,12,1,294.85,Promising,
14957,253,1,58.49,Churned/At-Risk,
14958,147,3,483.72999999999996,Churned/At-Risk,
14959,64,4,695.42,Promising,
14960,8,2,221.27,Promising,
14961,11,9,7044.68,Promising,
14962,271,1,126.7,Churned/At-Risk,
14963,10,5,1472.34,Promising,
14964,247,1,206.21,Churned/At-Risk,
14965,96,2,596.09,Promising,
14966,15,1,183.02,Promising,
14967,50,1,463.8,Promising,
14968,30,1,147.59,Promising,
14970,68,4,1592.06,Promising,
14971,35,3,1097.98,Promising,
14972,128,1,114.77,Promising,
14973,107,3,1314.45,Promising,
14974,37,1,89.94,Promising,
14975,57,1,279.94,Promising,
14976,57,7,790.86,Promising,
14978,72,5,1921.3700000000001,Promising,
14981,246,1,102.12,Churned/At-Risk,
14984,19,2,202.37,Promising,
14985,198,2,292.01,Churned/At-Risk,
14987,16,2,326.4,Promising,
14988,212,1,334.54,Churned/At-Risk,
14995,39,2,231.98000000000002,Promising,
14997,46,3,546.1999999999999,Promising,
14998,170,2,414.87,Churned/At-Risk,
15000,48,1,490.52,Promising,
15002,116,4,1641.76,Promising,
15004,147,1,1220.77,Churned/At-Risk,
15005,16,28,6295.37,Loyal,
15006,51,1,480.38,Promising,
15007,159,1,156.91,Churned/At-Risk,
15009,12,3,1259.43,Promising,
15010,36,1,308.94,Promising,
15012,54,2,405.04,Promising,
15014,43,2,257.67,Promising,
15016,173,1,170.04,Churned/At-Risk,
15017,34,1,125.58,Promising,
15018,39,3,496.21000000000004,Promising,
15019,267,1,252.81,Churned/At-Risk,
15021,9,9,1871.77,Promising,
15022,12,4,852.39,Promising,
15023,3,11,6720.41,Promising,
15024,10,10,1636.43,Promising,
15025,33,1,361.96,Promising,
15026,80,3,469.0,Promising,
15027,31,4,1066.1499999999999,Promising,
15028,8,4,627.13,Promising,
15030,72,2,518.28,Promising,
15031,4,4,653.19,Promising,
15032,256,3,4959.1,Churned/At-Risk,
15033,5,10,2557.18,Promising,
15034,16,8,4274.16,Promising,
15035,90,1,252.73000000000002,Promising,
15036,72,3,429.56,Promising,
15038,59,6,685.74,Promising,
15039,10,47,19766.59,Loyal,
15041,170,1,179.93,Churned/At-Risk,
15042,199,1,135.93,Churned/At-Risk,
15043,31,1,537.0,Promising,
15044,19,17,7634.7300000000005,Loyal,
15045,152,2,735.66,Churned/At-Risk,
15046,9,15,5090.42,Loyal,
15047,270,1,343.62,Churned/At-Risk,
15048,65,4,381.0,Promising,
15049,274,1,121.17000000000002,Churned/At-Risk,
15050,25,3,1737.69,Promising,
15051,23,3,1383.3600000000001,Promising,
15052,319,1,207.73000000000002,Churned/At-Risk,
15053,5,3,693.95,Promising,
15054,12,2,302.1,Promising,
15057,275,2,1489.5,Churned/At-Risk,
15058,25,11,2102.54,Promising,
15059,41,9,1337.72,Promising,
15060,8,4,294.25,Promising,
15061,4,48,54534.14,Loyal,
15062,71,4,987.86,Promising,
15063,213,1,370.79999999999995,Churned/At-Risk,
15065,38,4,3158.13,Promising,
15066,53,1,893.59,Promising,
15067,78,3,1744.76,Promising,
15068,46,2,553.36,Promising,
15069,179,1,1109.53,Churned/At-Risk,
15070,373,1,106.2,Churned/At-Risk,
15071,94,2,982.07,Promising,
15073,10,3,1043.41,Promising,
15074,105,1,735.67,Promising,
15075,78,1,773.03,Promising,
15076,173,1,880.85,Churned/At-Risk,
15078,7,32,9743.11,Loyal,
15079,213,4,895.61,Churned/At-Risk,
15081,22,5,504.8,Promising,
15083,257,1,88.2,Churned/At-Risk,
15087,282,1,306.94,Churned/At-Risk,
15088,21,2,1160.07,Promising,
15089,10,6,2420.84,Promising,
15090,308,1,381.32,Churned/At-Risk,
15091,68,1,480.71,Promising,
15092,215,2,457.81,Churned/At-Risk,
15093,18,6,4597.02,Promising,
15095,104,4,1370.6,Promising,
15096,43,1,219.39000000000001,Promising,
15097,4,1,248.08,Promising,
15098,182,3,39916.5,Loyal,
15099,84,1,410.48,Promising,
15100,334,3,876.0,Churned/At-Risk,
15101,9,2,317.53,Promising,
15103,31,2,703.36,Promising,
15104,197,2,993.54,Churned/At-Risk,
15105,18,7,2298.93,Promising,
15106,18,5,1422.52,Promising,
15107,311,6,319.5,Churned/At-Risk,
15108,142,4,1300.25,Promising,
15109,246,1,484.95,Churned/At-Risk,
15110,24,4,996.1,Promising,
15111,29,3,1567.48,Promising,
15113,10,3,3509.43,Promising,
15114,30,10,2760.56,Promising,
15115,18,1,340.11,Promising,
15116,18,4,1352.75,Promising,
15117,15,5,1551.78,Promising,
15118,134,1,244.8,Promising,
15119,246,1,266.4,Churned/At-Risk,
15120,134,1,358.82,Promising,
15121,50,2,457.72,Promising,
15122,114,3,1633.78,Promising,
15123,7,2,2199.31,Promising,
15124,23,2,184.19,Promising,
15125,25,15,11528.48,Loyal,
15127,66,1,406.53,Promising,
15128,60,4,1471.0,Promising,
15129,50,11,3447.4,Promising,
15130,170,1,330.11,Churned/At-Risk,
15132,18,5,977.9300000000001,Promising,
15133,128,3,982.42,Promising,
15134,15,8,1387.99,Promising,
15135,239,1,139.05,Churned/At-Risk,
15136,3,4,1286.7,Promising,
15139,240,2,178.96,Churned/At-Risk,
15140,52,7,2354.25,Promising,
15142,46,1,498.74,Promising,
15143,226,1,259.45,Churned/At-Risk,
15144,8,17,6580.44,Loyal,
15145,4,4,1194.73,Promising,
15146,165,2,1327.16,Churned/At-Risk,
15147,240,1,623.5,Churned/At-Risk,
15148,11,1,301.29,Promising,
15149,134,1,520.8000000000001,Promising,
15150,17,10,5291.33,Promising,
15152,10,13,4745.69,Promising,
15153,31,1,329.25,Promising,
15154,75,1,254.28,Promising,
15156,1,3,961.49,Promising,
15157,4,3,1936.07,Promising,
15158,45,1,401.40000000000003,Promising,
15159,2,30,18641.010000000002,Loyal,
15160,357,1,158.16,Churned/At-Risk,
15163,18,2,304.47,Promising,
15164,69,3,824.58,Promising,
15165,373,1,487.75,Churned/At-Risk,
15167,321,1,158.8,Churned/At-Risk,
15168,26,1,106.56,Promising,
15171,331,1,1289.5,Churned/At-Risk,
15172,9,5,1624.05,Promising,
15174,323,1,135.75,Churned/At-Risk,
15175,72,1,224.14,Promising,
15178,260,1,40.5,Churned/At-Risk,
15179,18,5,2206.95,Promising,
15180,367,1,87.5,Churned/At-Risk,
15181,66,3,689.4799999999999,Promising,
15182,154,2,622.85,Churned/At-Risk,
15184,29,2,402.2,Promising,
15185,70,1,310.62,Promising,
15186,14,2,411.41,Promising,
15187,2,16,4777.18,Loyal,
15189,1,41,16225.39,Loyal,
15192,120,3,1044.32,Promising,
15193,61,1,499.32,Promising,
15194,3,15,7616.53,Loyal,
15195,3,1,3861.0,Promising,
15197,11,3,1079.6100000000001,Promising,
15198,92,2,193.64,Promising,
15199,59,4,1268.7,Promising,
15201,87,5,1236.54,Promising,
15203,26,6,1827.8,Promising,
15204,357,1,316.58,Churned/At-Risk,
15205,85,2,653.24,Promising,
15206,10,4,420.29999999999995,Promising,
15208,1,5,870.12,Promising,
15210,225,1,331.18,Churned/At-Risk,
15211,60,2,894.4100000000001,Promising,
15212,241,1,101.8,Churned/At-Risk,
15213,319,2,328.35,Churned/At-Risk,
15214,2,8,1661.44,Promising,
15215,47,3,734.94,Promising,
15216,88,1,96.6,Promising,
15218,11,11,5756.89,Promising,
15219,176,1,305.75,Churned/At-Risk,
15220,52,6,1778.96,Promising,
15221,366,1,403.25,Churned/At-Risk,
15222,319,1,585.0,Churned/At-Risk,
15223,226,2,755.75,Churned/At-Risk,
15224,358,2,322.08,Churned/At-Risk,
15225,234,1,409.40000000000003,Churned/At-Risk,
15226,311,1,154.41,Churned/At-Risk,
15227,37,5,1219.4,Promising,
15228,66,4,3386.71,Promising,
15230,239,2,429.6,Churned/At-Risk,
15232,113,2,612.06,Promising,
15234,277,1,197.0,Churned/At-Risk,
15235,218,12,2247.51,Churned/At-Risk,
15236,299,1,321.05,Churned/At-Risk,
15237,2,4,1412.32,Promising,
15238,29,3,1071.99,Promising,
15239,10,2,780.59,Promising,
15240,45,5,1706.57,Promising,
15241,67,8,1756.44,Promising,
15243,74,1,316.68,Promising,
15244,65,2,631.57,Promising,
15245,134,3,2515.84,Promising,
15246,238,2,514.15,Churned/At-Risk,
15247,122,1,356.0,Promising,
15249,32,13,6688.46,Promising,
15251,9,11,10484.99,Promising,
15252,36,2,740.78,Promising,
15253,16,5,918.1999999999999,Promising,
15254,127,1,300.36,Promising,
15255,67,1,890.85,Promising,
15256,149,1,98.45,Churned/At-Risk,
15257,283,1,317.15,Churned/At-Risk,
15258,169,2,623.16,Churned/At-Risk,
15260,100,7,1810.77,Promising,
15261,135,1,254.82,Promising,
15262,324,1,178.95000000000002,Churned/At-Risk,
15263,107,1,156.51,Promising,
15264,64,1,393.74,Promising,
15265,151,2,1506.1200000000001,Churned/At-Risk,
15266,338,1,119.3,Churned/At-Risk,
15267,22,5,1717.36,Promising,
15269,24,1,408.8,Promising,
15270,16,7,2379.49,Promising,
15271,7,15,2493.34,Loyal,
15272,57,2,721.94,Promising,
15274,4,2,716.57,Promising,
15275,38,1,615.14,Promising,
15276,66,1,128.63,Promising,
15277,47,1,255.89999999999998,Promising,
15279,355,1,290.51,Churned/At-Risk,
15280,172,1,113.12,Churned/At-Risk,
15281,59,9,2332.15,Promising,
15286,50,1,240.55,Promising,
15287,22,2,486.69,Promising,
15288,43,5,2306.52,Promising,
15289,29,3,939.78,Promising,
15290,5,18,7943.22,Loyal,
15291,26,15,4668.3,Loyal,
15292,201,1,178.39,Churned/At-Risk,
15296,51,6,3672.86,Promising,
15297,10,3,641.94,Promising,
15298,2,12,4799.9,Promising,
15299,67,7,4507.01,Promising,
15300,64,1,496.44,Promising,
15301,51,12,5049.95,Promising,
15303,290,1,574.02,Churned/At-Risk,
15304,61,8,694.4000000000001,Promising,
15306,64,3,1174.35,Promising,
15307,96,1,205.3,Promising,
15308,274,1,310.47,Churned/At-Risk,
15311,1,91,60632.75,VIP,Loyal Frequent VIPs
15312,75,4,924.85,Promising,
15313,110,1,52.0,Promising,
15314,199,1,327.97,Churned/At-Risk,
15315,64,2,570.5,Promising,
15316,327,1,165.0,Churned/At-Risk,
15318,4,1,312.62,Promising,
15319,284,1,204.5,Churned/At-Risk,
15320,44,1,267.13,Promising,
15321,71,3,2748.31,Promising,
15322,86,1,679.68,Promising,
15325,104,1,161.74,Promising,
15326,334,1,311.71,Churned/At-Risk,
15327,53,1,208.75,Promising,
15329,39,3,1049.7,Promising,
15330,32,2,714.96,Promising,
15332,366,4,1661.06,Churned/At-Risk,
15333,208,1,1028.56,Churned/At-Risk,
15334,157,3,350.82,Churned/At-Risk,
15335,54,1,170.22,Promising,
15339,66,2,574.07,Promising,
15341,81,1,2020.52,Promising,
15342,130,1,406.09,Promising,
15343,87,1,364.5,Promising,
15344,1,3,563.94,Promising,
15345,46,1,393.54,Promising,
15346,333,1,252.42000000000002,Churned/At-Risk,
15347,366,1,201.60000000000002,Churned/At-Risk,
15348,72,1,158.04,Promising,
15349,158,2,463.90999999999997,Churned/At-Risk,
15350,373,1,115.65,Churned/At-Risk,
15351,12,7,1934.66,Promising,
15353,255,2,770.12,Churned/At-Risk,
15355,29,2,277.05,Promising,
15356,31,10,2718.03,Promising,
15358,5,22,8347.2,Loyal,
15360,40,1,427.93,Promising,
15361,362,1,418.92,Churned/At-Risk,
15363,373,1,326.0,Churned/At-Risk,
15364,96,2,913.19,Promising,
15365,26,7,2314.32,Promising,
15366,75,2,602.51,Promising,
15367,57,4,1877.59,Promising,
15368,21,1,446.94000000000005,Promising,
15370,41,7,2386.05,Promising,
15372,137,1,2007.3999999999999,Promising,
15373,8,12,2415.91,Promising,
15374,129,1,168.0,Promising,
15376,40,3,1221.56,Promising,
15379,169,7,3703.29,Churned/At-Risk,
15380,9,5,1690.2600000000002,Promising,
15381,214,2,596.85,Churned/At-Risk,
15382,15,6,5955.71,Promising,
15384,170,2,642.41,Churned/At-Risk,
15385,40,1,316.88,Promising,
15386,186,1,394.14,Churned/At-Risk,
15388,270,1,140.54,Churned/At-Risk,
15389,172,1,500.0,Churned/At-Risk,
15392,5,4,1535.53,Promising,
15393,16,2,231.86,Promising,
15394,10,4,2183.54,Promising,
15395,326,1,107.45,Churned/At-Risk,
15396,113,1,288.18,Promising,
15397,290,1,94.0,Churned/At-Risk,
15398,16,2,1345.53,Promising,
15399,1,3,815.77,Promising,
15400,92,5,716.2,Promising,
15402,149,2,626.77,Churned/At-Risk,
15405,189,1,349.1,Churned/At-Risk,
15406,31,2,510.71000000000004,Promising,
15407,34,4,1046.74,Promising,
15408,264,1,267.18,Churned/At-Risk,
15410,84,8,3450.84,Promising,
15411,26,4,1348.93,Promising,
15412,171,1,190.53,Churned/At-Risk,
15414,10,3,774.9000000000001,Promising,
15415,313,1,559.61,Churned/At-Risk,
15416,65,4,3984.32,Promising,
15417,85,1,508.8,Promising,
15419,25,1,135.86,Promising,
15421,59,4,950.36,Promising,
15422,323,2,97.7,Churned/At-Risk,
15423,38,1,43.5,Promising,
15424,254,2,383.34,Churned/At-Risk,
15426,19,5,1404.07,Promising,
15427,33,3,1430.54,Promising,
15428,15,1,93.78,Promising,
15429,27,2,397.35,Promising,
15432,23,1,171.19,Promising,
15433,214,2,533.3,Churned/At-Risk,
15434,8,5,1041.48,Promising,
15435,22,1,149.29,Promising,
15436,12,3,1067.75,Promising,
15437,262,1,200.16,Churned/At-Risk,
15438,131,1,156.57999999999998,Promising,
